TambonID,Lat,Long
160617,15.095,100.509
160618,15.021,100.484
160619,,
160620,,
160621,15.124,100.569
160622,15.008,100.538
160701,15.071,101.117
160702,15.014,101.085
160703,15.026,101.228
160704,15.119,101.216
160705,15.023,101.184
160706,15.029,101.292
160801,15.224,100.846
160802,15.289,100.861
160802,15.289,100.861
160803,15.169,100.817
160804,15.169,100.793
160805,15.183,100.904
160901,15.408,100.777
160902,15.366,100.935
160903,15.515,100.839
160904,15.469,100.811
160905,15.344,100.85
161001,15.341,101.362
161002,15.193,101.354
161003,15.282,101.319
161004,15.523,101.346
161005,15.374,101.33
161006,15.112,101.387
161101,15.23,100.664
161102,15.293,100.652
161103,15.385,100.679
161104,15.288,100.763
161105,15.248,100.702
161106,15.195,100.709
170101,14.89,100.404
170102,14.916,100.4
170103,14.944,100.394
170104,14.869,100.432
170105,14.965,100.429
170106,14.869,100.398
170107,14.836,100.398
170108,14.907,100.363
170201,14.89,100.338
170202,14.858,100.345
170203,14.91,100.269
170204,14.929,100.292
170205,14.941,100.319
170206,14.852,100.284
170207,14.924,100.22
170208,14.873,100.235
170301,14.829,100.257
170302,14.799,100.296
170303,14.833,100.349
170304,14.827,100.368
170305,14.817,100.281
170306,14.82,100.225
170401,14.748,100.422
170402,14.837,100.451
170403,14.783,100.458
170404,14.746,100.461
170405,14.811,100.458
170406,14.831,100.425
170407,14.801,100.425
170501,14.765,100.384
170502,14.774,100.36
170503,14.801,100.409
170504,14.772,100.41
170601,15.009,100.329
170602,15.042,100.291
170603,14.96,100.334
170604,14.988,100.389
170605,15.081,100.331
170606,15.041,100.343
170607,14.976,100.361
170608,15.046,100.385
170609,15.019,100.269
170610,15.027,100.439
180101,15.181,100.127
180102,15.182,100.153
180103,15.163,100.113
180104,15.129,100.151
180105,15.218,100.134
180106,15.2,100.079
180106,15.2,100.079
180107,15.264,100.133
180108,15.238,100.224
180109,15.122,100.082
180201,15.291,100.091
180202,15.326,100.107
180202,15.326,100.107
180203,15.354,100.122
180204,15.379,100.138
180205,15.292,100.146
180206,15.333,100.225
180207,15.274,100.219
180301,15.263,100.041
180302,15.227,100.04
180303,15.177,100.015
180304,15.283,100.013
180306,15.235,99.97
180307,15.283,99.958
180311,15.171,99.916
180401,15.128,100.233
180402,15.195,100.198
180403,15.142,100.316
180404,15.084,100.272
180405,15.12,100.283
180406,15.143,100.197
180407,15.165,100.262
180501,15.062,100.107
180502,15.089,100.161
180503,15.096,100.203
180504,14.995,100.249
180505,14.991,100.194
180506,14.976,100.135
180507,14.966,100.236
180508,15.074,100.228
180601,15.016,99.998
180602,14.942,99.997
180605,15.081,99.856
180606,15.107,99.973
180607,15.072,100.067
180608,15.004,100.056
180609,15.017,99.93
180611,15.065,100.026
180701,15.216,99.772
180702,15.278,99.802
180703,15.197,99.827
180704,15.241,99.894
180801,14.957,99.901
180802,15.036,99.816
180803,14.968,99.828
190101,14.527,100.915
190105,14.563,100.901
190106,14.529,100.886
190107,14.51,100.886
190108,14.489,100.861
190109,14.472,100.89
190110,14.49,100.913
190111,14.456,100.962
190112,14.502,100.976
190113,14.544,100.956
190114,14.553,100.933
190201,14.586,101.002
190202,14.605,101.095
190203,14.552,101.015
190204,14.477,101.004
190205,14.712,100.993
190206,14.753,101.033
190207,14.626,100.997
190208,14.622,101.029
190209,14.662,100.993
190210,14.418,101.134
190211,14.636,100.968
190212,14.603,100.956
190213,14.529,101.09
190215,14.483,101.103
190301,14.337,100.869
190302,14.312,100.863
190303,14.391,100.807
190304,14.421,100.784
190305,14.387,100.928
190306,14.404,100.851
190306,14.404,100.851
190307,14.326,100.834
190308,14.425,100.813
190309,14.381,100.871
190310,14.42,100.933
190311,14.36,100.878
190312,14.339,100.797
190313,14.441,100.866
190314,14.334,100.907
190315,14.444,100.891
190316,14.369,100.845
190317,14.37,100.829
190318,14.279,100.865
190401,14.288,100.932
190402,14.391,100.979
190403,14.366,101.032
190404,14.313,100.99
190405,14.34,100.983
190406,14.387,101.006
190501,14.51,100.759
190502,14.487,100.795
190503,14.483,100.817
190504,14.515,100.841
190505,14.456,100.776
190506,14.516,100.793
190507,14.456,100.802
190508,14.476,100.836
190509,,
190601,14.616,100.724
190602,14.591,100.742
190602,14.591,100.742
190603,14.622,100.754
190604,14.643,100.716
190605,14.628,100.67
190605,14.628,100.67
190606,14.606,100.677
190607,14.579,100.648
190608,14.584,100.767
190609,14.618,100.774
190701,14.596,100.621
190702,14.625,100.632
190703,14.571,100.62
190704,14.624,100.599
190801,14.688,100.693
190802,14.73,100.684
190803,14.664,100.654
190804,14.716,100.734
190901,14.732,100.782
190902,14.713,100.831
190903,14.763,100.812
190904,14.768,100.763
190905,14.744,100.847
190906,14.679,100.83
190907,14.638,100.83
190908,14.682,100.784
190909,,
191001,14.538,100.85
191002,14.582,100.816
191003,14.615,100.844
191004,14.59,100.851
191005,14.565,100.848
191006,14.574,100.885
191007,14.586,100.863
191008,14.572,100.871
191009,14.544,100.807
191010,14.558,100.786
191011,14.54,100.825
191012,14.54,100.868
191101,14.705,101.151
191102,14.474,101.213
191104,14.789,101.27
191105,15.007,101.381
191107,14.871,101.367
191109,14.932,101.309
191201,14.745,101.116
191202,14.818,101.132
191203,14.861,101.151
191301,14.612,100.906
191302,14.582,100.936
191303,14.607,100.931
191304,14.656,100.905
191305,14.626,100.877
191305,14.626,100.877
191306,14.713,100.904
200101,13.364,100.987
200102,13.372,100.985
200103,13.376,100.99
200104,13.274,100.928
200104,13.274,100.928
200105,13.347,100.977
200106,13.307,101.057
200107,13.385,101.03
200108,13.305,101.006
200109,13.421,101.044
200110,13.406,101.003
200111,13.393,100.996
200112,13.441,100.982
200113,13.263,100.959
200114,13.302,100.928
200115,13.304,100.968
200115,13.304,100.968
200116,13.326,100.951
200116,13.326,100.951
200117,13.325,100.929
200118,13.368,101.061
200201,13.297,101.107
200202,13.225,101.107
200203,13.359,101.093
200204,13.33,101.072
200205,13.353,101.159
200206,13.298,101.172
200207,13.28,101.247
200208,13.213,101.246
200301,13.153,101.375
200302,13.115,101.476
200303,13.117,101.283
200304,13.243,101.347
200305,13.07,101.42
200401,13.052,100.922
200402,12.92,100.935
200403,12.982,100.945
200404,12.933,100.987
200405,12.951,101.057
200406,12.835,100.985
200407,13.002,101.015
200408,12.928,100.805
200501,13.461,101.084
200502,13.408,101.078
200503,13.431,101.121
200504,13.431,101.095
200505,13.389,101.113
200506,13.552,101.114
200507,13.454,101.059
200507,13.454,101.059
200508,13.497,101.099
200509,13.487,101.067
200510,13.519,101.074
200511,13.544,101.075
200601,13.45,101.18
200602,13.468,101.147
200603,13.518,101.161
200604,13.444,101.144
200605,13.405,101.248
200605,13.405,101.248
200606,13.346,101.257
200607,13.554,101.239
200608,13.498,101.139
200609,13.444,101.165
200610,13.531,101.265
200611,13.559,101.177
200613,13.511,101.254
200614,13.402,101.151
200615,13.4,101.188
200616,13.464,101.33
200617,13.442,101.251
200617,13.442,101.251
200618,13.435,101.213
200620,13.52,101.121
200621,13.484,101.184
200622,,
200701,13.174,100.92
200702,13.16,100.983
200703,13.097,100.912
200704,13.073,101.006
200705,13.134,101.038
200705,,
200706,13.129,101.123
200707,13.223,101.007
200708,13.052,101.093
200801,13.151,100.809
200901,12.611,100.889
200901,,
200902,12.775,100.94
200903,12.701,100.967
200904,12.761,100.844
200904,,
200905,12.572,100.932
201001,13.193,101.504
201002,13.332,101.419
201003,13.318,101.308
201004,13.259,101.389
201005,13.326,101.526
201006,13.217,101.626
201101,13.403,101.421
201102,13.389,101.288
210101,12.672,101.266
210102,12.677,101.318
210103,12.653,101.364
210104,,
210105,12.568,101.455
210106,12.663,101.467
210107,12.707,101.377
210108,12.741,101.369
210109,12.681,101.223
210109,12.681,101.223
210110,12.843,101.456
210111,12.708,101.247
210112,12.716,101.269
210113,,
210114,12.649,101.174
210115,12.721,101.472
210201,12.804,101.066
210202,12.688,101.025
210203,12.732,101.076
210301,12.807,101.625
210302,12.763,101.624
210303,12.7,101.604
210304,12.704,101.678
210305,12.557,101.569
210306,12.668,101.549
210307,12.871,101.611
210308,12.846,101.674
210309,12.808,101.733
210310,12.815,101.792
210311,12.765,101.75
210312,12.729,101.772
210313,12.717,101.709
210317,12.812,101.533
210318,12.743,101.548
210401,12.858,101.528
210402,12.956,101.526
210403,13.005,101.479
210404,12.912,101.541
210501,12.775,101.304
210502,12.821,101.256
210503,12.752,101.258
210504,12.735,101.321
210505,12.848,101.391
210506,12.906,101.373
210507,12.783,101.364
210601,12.978,101.226
210602,13.038,101.225
210603,12.973,101.311
210604,12.908,101.23
210605,12.97,101.136
210606,13.039,101.338
210701,12.901,101.749
210702,13.027,101.686
210703,12.933,101.641
210704,13.062,101.617
210801,12.856,101.177
210802,12.782,101.193
210803,12.902,101.135
210804,12.847,101.101
220101,12.591,102.087
220102,12.611,102.105
220103,12.574,102.166
220104,12.562,102.09
220105,12.542,102.169
220106,12.644,102.098
220107,12.61,102.123
220108,12.563,102.056
220109,12.694,102.107
220110,12.534,102.101
220111,12.605,102.172
220201,12.452,102.218
220202,12.412,102.279
220203,12.468,102.2
220204,12.493,102.175
220205,12.288,102.251
220206,12.439,102.234
220207,12.487,102.288
220208,12.598,102.258
220209,12.56,102.29
220210,12.533,102.275
220211,12.625,102.339
220212,12.723,102.367
220301,12.628,101.985
220302,12.612,102.027
220303,12.578,102.029
220304,12.595,102.028
220305,12.617,102.053
220306,12.637,102.035
220307,12.74,102.061
220308,12.672,101.973
220309,12.814,102.014
220311,12.669,101.914
220312,12.62,101.94
220313,12.581,101.989
220314,12.563,101.935
220324,12.867,101.939
220401,12.95,102.247
220402,12.89,102.382
220404,13.067,102.381
220409,13.044,102.453
220410,12.873,102.476
220501,12.677,102.187
220502,12.7,102.147
220503,12.743,102.272
220504,12.756,102.156
220506,12.817,102.224
220508,12.644,102.226
220601,12.452,102.122
220602,12.415,102.144
220603,12.417,102.178
220604,12.516,102.161
220605,12.498,102.123
220606,12.511,102.109
220607,12.465,102.066
220701,13.17,102.194
220702,13.232,102.319
220703,13.265,102.161
220704,13.086,102.197
220705,13.174,102.371
220801,12.982,101.929
220802,13.169,101.961
220803,12.977,101.817
220804,13.105,101.791
220805,12.881,101.848
220901,12.782,101.847
220902,12.701,101.933
220903,12.689,101.861
220904,12.625,101.874
220905,12.707,101.819
220906,12.764,101.904
221001,12.765,102.101
221002,12.822,102.106
221003,12.903,102.132
221004,12.931,102.014
221005,13.071,102.09
230101,,
230102,12.216,102.504
230103,12.184,102.488
230104,12.194,102.542
230105,12.143,102.518
230106,12.078,102.562
230107,12.272,102.479
230108,12.387,102.56
230109,12.283,102.547
230110,12.243,102.589
230111,12.345,102.675
230112,12.25,102.659
230113,12.194,102.677
230114,12.117,102.704
230201,11.774,102.889
230202,11.91,102.805
230203,11.699,102.909
230301,12.34,102.437
230302,12.398,102.382
230303,12.478,102.531
230304,12.296,102.346
230305,12.553,102.434
230306,12.525,102.359
230307,12.469,102.435
230308,12.405,102.501
230401,12.604,102.559
230402,12.585,102.469
230403,12.461,102.664
230404,12.683,102.447
230405,12.544,102.6
230501,12.186,102.419
230502,12.209,102.436
230503,12.241,102.301
230507,12.226,102.362
230601,11.823,102.385
230602,11.719,102.519
230701,,
230702,,
240101,13.686,101.066
240102,13.736,101.06
240103,13.707,101.1
240104,13.648,101.102
240105,13.661,101.075
240106,13.692,101.102
240107,13.686,101.125
240108,13.765,101.094
240109,13.78,101.054
240110,13.766,101.008
240111,13.719,101.034
240112,13.68,101.053
240113,13.653,101.02
240114,13.67,101.002
240115,13.736,100.989
240116,13.707,100.933
240117,13.736,100.92
240118,13.78,100.927
240119,13.706,100.993
240201,13.722,101.21
240204,13.696,101.177
240208,13.852,101.208
240209,13.753,101.212
240210,13.694,101.229
240211,13.683,101.152
240212,13.673,101.201
240213,13.653,101.162
240214,13.799,101.221
240301,13.829,101.002
240302,13.858,101.115
240303,13.911,101.073
240304,13.874,101.043
240305,13.908,100.926
240306,13.944,101.016
240307,13.925,101.128
240308,13.908,100.964
240309,13.838,100.928
240310,13.827,101.062
240401,13.496,100.966
240402,13.553,100.995
240403,13.569,100.964
240404,13.575,100.936
240405,13.527,101.054
240406,13.526,100.919
240407,13.484,100.91
240408,13.603,100.989
240409,13.599,100.937
240410,13.479,100.994
