"amphurEN","amphurTH","changwat","lat","long","pop","area","zip","province_id"
"Chang Klang","ช้างกลาง","Nakhon Si Thammarat","8.37417","99.56806","29594","127.3","80250","80"
"Tham Phannara","ถ้ำพรรณรา","Nakhon Si Thammarat","8.42000","99.39500","17315","102.4","80260","80"
"Phipun","พิปูน","Nakhon Si Thammarat","8.56000","99.60833","27578","75.8","80270","80"
"Phrom Khiri","พรหมคีรี","Nakhon Si Thammarat","8.52167","99.82500","36906","114.79","80320","80"
"Bang Khan","บางขัน","Nakhon Si Thammarat","8.02667","99.47333","40498","67.3","80360","80"
"Krabi","กระบี่","Krabi","8.061667","98.918611","79622","133.7","81000","81"
"Ao Luek","อ่าวลึก","Krabi","8.37750","98.72167","48474","62.7","81110","81"
"Khlong Thom","คลองท่อม","Krabi","7.95333","99.14500","70337","67.5","81120","81"
"Lam Thap","ลำทับ","Krabi","8.07167","99.29167","20069","62.6","81120","81"
"Nuea Khlong","เหนือคลอง","Krabi","8.07472","99.00361","54789","132.1","81130","81"
"Khao Phanom","เขาพนม","Krabi","8.26472","99.04917","45982","58.3","81140","81"
"Ko Lanta","เกาะลันตา","Krabi","7.65556","99.04194","30500","81.4","81150","81"
"Plai Phraya","ปลายพระยา","Krabi","8.53333","98.86278","35434","81.8","81160","81"
"Mueang Phang Nga","พังงา","Phang Nga","8.44333","98.51806","38426","69.9","82000","82"
"Takua Pa","ตะกั่วป่า","Phang Nga","8.86944","98.34306","41240","72.5","82110","82"
"Thai Mueang","ท้ายเหมือง","Phang Nga","8.40000","98.26167","45547","74.4","82120","82"
"Takua Thung","ตะกั่วทุ่ง","Phang Nga","8.39222","98.45194","40392","66.1","82130","82"
"Khura Buri","คุระบุรี","Phang Nga","9.19389","98.41500","23308","29.2","82150","82"
"Ko Yao","เกาะยาว","Phang Nga","8.11167","98.59083","13155","90.3","82160","82"
"Kapong","กะปง","Phang Nga","8.69667","98.40833","12963","22.0","82170","82"
"Thap Put","ทับปุด","Phang Nga","8.51611","98.63972","24046","88.3","82180","82"
"Mueang Phuket","เมืองภูเก็ต","Phuket","7.89000","98.38500","196733","878.3","83000","83"
"Thalang","ถลาง","Phuket","8.03167","98.33389","75224","298.5","83110","83"
"Kathu","กะทู้","Phuket","7.90889","98.33333","43541","649","83120","83"
"Mueang Surat Thani","เมืองสุราษฎร์ธานี","Surat Thani","9.13639","99.32028","166891","713.8","84100","84"
"Chaiya","ไชยา","Surat Thani","9.38667","99.20000","47750","47.52","84110","84"
"Ban Na San","บ้านนาสาร","Surat Thani","8.80056","99.36417","68345","81.4","84120","84"
"Phunphin","พุนพิน","Surat Thani","9.10972","99.23194","89908","72.8","84130","84"
"Ko Samui","เกาะสมุย","Surat Thani","9.500","100.000","62500","270","84140","84"
"Tha Chang","ท่าช้าง","Surat","9.280833","99.200833","31013","26.56","84150","84"
"Kanchanadit","กาญจนดิษฐ์","Surat Thani","9.16556","99.47111","98432","109.8","84160","84"
"Tha Chana","ท่าชนะ","Surat Thani","9.57222","99.16500","51664","72.6","84170","84"
"Khiri Rat Nikhom","คีรีรัฐนิคม","Surat Thani","9.03000","98.95333","39957","49.2","84180","84"
"Vibhavadi","วิภาวดี","Surat Thani","9.23889","98.97889","12791","23.4","84180","84"
"Wiang Sa","เวียงสระ","Surat Thani","8.629722","99.343056","41030","96","84190","84"
"Chai Buri","ชัยบุรี","Surat Thani","8.46278","99.07667","23347","53.0","84210","84"
"Phrasaeng","พระแสง","Surat Thani","8.56833","99.24833","63774","63.7","84210","84"
"Don Sak","ดอนสัก","Surat Thani","9.31389","99.69028","35468","77.0","84220","84"
"Ban Ta Khun","บ้านตาขุน","Surat Thani","8.90500","98.88500","14116","10.8","84230","84"
"Ban Na Doem","บ้านนาเดิม","Surat Thani","8.88500","99.31000","21797","105.1","84240","84"
"Phanom","พนม","Surat Thani","8.85500","98.81333","33513","47.4","84250","84"
"Khian Sa","เคียนซา","Surat Thani","8.84083","99.19417","42619","73.03","84260","84"
"Ko Pha-ngan","เกาะพะงัน","Ubon Ratchathani","9.71667","100.00000","13700","109.6","84280","84"
"Mueang Ranong","เมืองระนอง","Ranong","9.96722","98.63389","90569","126.9","85000","85"
"Kra Buri","กระบุรี","Ranong","10.43167","98.78833","44808","57.2","85110","85"
"Kapoe","กะเปอร์","Ranong","9.58528","98.59611","19193","29.2","85120","85"
"Suk Samran","สุขสำราญ","Ranong","9.34472","98.42944","11046","28.0","85120","85"
"La-un","ละอุ่น","Ranong","10.11500","98.75000","12506","16.7","85130","85"
"Mueang Chumphon","เมืองชุมพร","Chumphon","10.49306","99.18028","141.765","189.4","86000","86"
"Lang Suan","หลังสวน","Chumphon","9.94556","99.07861","70837","75.8","86110","86"
"Sawi","สวี","Chumphon","10.25306","99.09444","69340","77.2","86130","86"
"Tha Sae","ท่าแซะ","Chumphon","10.66500","99.17333","76947","51.8","86140","86"
"Pathio","ปะทิว","Chumphon","10.70917","99.31833","44393","74.5","86160","86"
"Lamae","ละแม","Chumphon","9.76833","99.09167","27278","105.3","86170","86"
"Phato","พะโต๊ะ","Chumphon","9.79167","98.77667","22633","23.9","86180","86"
"Thung Tako","ทุ่งตะโก","Chumphon","10.11028","99.08278","23535","70.3","86220","86"
"Mueang Songkhla","เมืองสงขลา","Songkhla","7.20694","100.59639","163072","948.7","90000","90"
"Bang Klam","บางกล่ำ","Songkhla","7.08917","100.41083","27392","185.3","90110","90"
"Hat Yai","หาดใหญ่","Songkhla","7.00194","100.45722","359813","422","90110","90"
"Sadao","สะเดา","Songkhla","6.63861","100.42389","120306","116.5","90120","90"
"Chana","จะนะ","Songkhla","6.91417","100.74056","97095","193.0","90130","90"
"Ranot","ระโนด","Songkhla","7.76833","100.32333","67551","90.5","90140","90"
"Thepha","เทพา","Songkhla","6.82833","100.96500","69278","70.8","90150","90"
"Na Thawi","นาทวี","Songkhla","6.74167","100.69167","58675","78.5","90160","90"
"Rattaphum","รัตภูมิ","Songkhla","7.13500","100.27333","67961","114.8","90180","90"
"Sathing Phra","สทิงพระ","Songkhla","7.47333","100.43833","50089","417.4","90190","90"
"Saba Yoi","สะบ้าย้อย","Songkhla","6.61833","100.95167","63496","74.4","90210","90"
"Khuan Niang","ควนเนียง","Songkhla","7.18694","100.35778","33264","159.9","90220","90"
"Khlong Hoi Khong","คลองหอยโข่ง","Songkhla","6.89917","100.38861","23504","85.4","90230","90"
"Krasae Sin","กระแสสินธุ์","Songkhla","7.61833","100.32833","16055","166.5","90270","90"
"Na Mom","นาหม่อม","Songkhla","6.95833","100.55694","20950","226.6","90310","90"
"Singhanakhon","สิงหนคร","Songkhla","7.23833","100.55278","79281","347.7","90330","90"
"Mueang Satun","เมืองสตูล","Satun","6.62333","100.06667","101557","115.4","91000","91"
"La-ngu","ละงู","Satun","6.86389","99.80250","63933","168.1","91110","91"
"Thung Wa","ทุ่งหว้า","Satun","7.10917","99.75583","20683","45.75","91120","91"
"Khuan Kalong","ควนกาหลง","Satun","6.84667","100.07167","29538","71.5","91130","91"
"Manang","มะนัง","Satun","28.55194","84.24083","9587","4.3","91130","91"
"Tha Phae","ท่าแพ","Satun","6.79000","99.97000","24991","126.7","91150","91"
"Khuan Don","ควนโดน","Satun","6.78833","100.07667","22552","113.3","91160","91"
"Mueang Trang","เมืองตรัง","Trang","7.55833","99.61000","147034","268.0","92000","92"
"Kantang","กันตัง","Trang","7.40556","99.51528","84285","135.5","92110","92"
"Hat Samran","หาดสำราญ","Trang","7.24000","99.57667","15550","69.4","92120","92"
"Palian","ปะเหลียน","Trang","7.17167","99.68667","62914","64.7","92120","92"
"Huai Yot","ห้วยยอด","Trang","7.78500","99.63500","90261","119.8","92130","92"
"Yan Ta Khao","ย่านตาขาว","Trang","7.38667","99.66667","61416","142.5","92140","92"
"Sikao","สิเกา","Trang","7.57167","99.34500","34486","63.6","92150","92"
"Ratsada","รัษฎา","Trang","7.97500","99.63333","26381","113.5","92160","92"
"Na Yong","นาโยง","Trang","7.56167","99.69500","42294","256.2","92170","92"
"Wang Wiset","วังวิเศษ","Trang","7.73500","99.39333","38696","81.1","92220","92"
"Mueang Phatthalung","เมืองพัทลุง","Phatthalung","7.61833","100.07333","119680","280.0","93000","93"
"Srinagarindra","ศรีนครินทร์","Phatthalung","7.57333","99.94167","25412","112.6","93000","93"
"Khuan Khanun","ควนขนุน","Phatthalung","7.73500","100.01000","82425","181.6","93110","93"
"Pa Phayom","ป่าพะยอม","Phatthalung","7.84000","99.91833","32280","83.5","93110","93"
"Pak Phayun","ปากพะยูน","Phatthalung","7.34167","100.31667","50052","115.3","93120","93"
"Khao Chaison","เขาชัยสน","Phatthalung","7.46167","100.13333","43292","166.4","93130","93"
"Bang Kaeo","บางแก้ว","Phatthalung","7.43000","100.17833","25628","215.4","93140","93"
"Tamot","ตะโหมด","Phatthalung","7.34000","100.11167","27982","105.9","93160","93"
"Pa Bon","ป่าบอน","Phatthalung","7.27000","100.17000","43981","115.5","93170","93"
"Kong Ra","กงหรา","Phatthalung","7.40333","99.95000","33413","130.6","93180","93"
"Si Banphot","ศรีบรรพต","Phatthalung","7.72000","99.88333","16465","75.4","93190","93"
"Mueang Pattani","เมืองปัตตานี","Pattani","6.86861","101.25000","118302","1221.3","94000","94"
"Sai Buri","สายบุรี","Pattani","6.70139","101.61750","64260","353.6","94110","94"
"Khok Pho","โคกโพธิ์","Pattani","6.72944","101.09611","64329","189.5","94120","94"
"Panare","ปะนาเระ","Pattani","6.86000","101.49139","43131","299.0","94130","94"
"Mayo","มายอ","Pattani","6.71861","101.41000","53070","245.6","94140","94"
"Thung Yang Daeng","ทุ่งยางแดง","Pattani","6.61750","101.42583","20203","175.7","94140","94"
"Yaring","ยะหริ่ง","Pattani","6.86639","101.36917","77941","396.0","94150","94"
"Yarang","ยะรัง","Pattani","6.76028","101.29333","83770","455.2","94160","94"
"Nong Chik","หนองจิก","Pattani","6.84444","101.17861","69510","296.6","94170","94"
"Mae Lan","แม่ลาน","Pattani","6.66083","101.23972","14863","166.6","94180","94"
"Mai Kaen","ไม้แก่น","Pattani","6.61000","101.66722","11269","204.1","94220","94"
"Kapho","กะพ้อ","Pattani","6.55917","101.53417","15782","168.2","94230","94"
"Krong Pinang","กรงปินัง","Yala","6.41111","101.27333","22411","117.3","95000","95"
"Mueang Yala","เมืองยะลา","Yala","6.54250","101.28306","161194","620.3","95000","95"
"Betong","เบตง","Yala","5.77361","101.06056","54620","41.1","95110","95"
"Kabang","กาบัง","Yala","6.42750","101.01917","17702","39.3","95120","95"
"Yaha","ยะหา","Yala","6.47833","101.13500","51546","103.1","95120","95"
"Bannang Sata","บันนังสตา","Yala","6.26667","101.26444","53161","84.5","95130","95"
"Raman","รามัน","Yala","6.47833","101.42417","85187","142.2","95140","95"
"Than To","ธารโต","Yala","6.16722","101.18000","21323","32.9","95150","95"
"Mueang Narathiwat","เมืองนราธิวาส","Narathiwat","6.42611","101.82306","108644","356.1","96000","96"
"Tak Bai","ตากใบ","Narathiwat","6.25889","102.05500","66579","257.5","96110","96"
"Su-ngai Kolok","สุไหงโก-ลก","Narathiwat","6.02944","101.96611","69757","504.4","96120","96"
"Cho-airong","เจาะไอร้อง","Narathiwat","6.20167","101.84167","35989","221.2","96130","96"
"Ra-ngae","ระแงะ","Narathiwat","6.29639","101.72833","144259","331.2","96130","96"
"Su-ngai Padi","สุไหงปาดี","Narathiwat","6.08528","101.88028","54095","145.2","96140","96"
"Waeng","แว้ง","Narathiwat","5.92806","101.88389","47314","136.2","96160","96"
"Bacho","บาเจาะ","Narathiwat","6.51694","101.65167","48605","283.1","96170","96"
"Rueso","รือเสาะ","Narathiwat","6.39472","101.51833","62893","134.3","96180","96"
"Yi-ngo","ยี่งอ","Narathiwat","6.40306","101.70611","40685","202.9","96180","96"
"Sukhirin","สุคิริน","Narathiwat","5.93889","101.77056","22194","43.3","96190","96"
"Si Sakhon","ศรีสาคร","Narathiwat","6.23139","101.50000","31576","63.1","96210","96"
"Chanae","จะแนะ","Narathiwat","6.09833","101.69333","31336","51.6","96220","96"
"Mueang Nakhon Ratchasima","อำเภอเมืองนครราชสีมา","Nakhon Ratchasima","14.97111","102.09972","454647","601",30000,"30"
